employer_name,employer_number,more_details,city,address,decision_date,industry,final_sanction_amount,reason_of_review,law,note,employees_general_number,checked_employees_number,appeal,court_appeal,financial_sanction_reduction,,,,,
"אורביט משאבי אנוש בע""מ",512947748,"<a title=""2617.4.2016 6.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/2617.4.2016 6.pdf""> 2617.4.2016 6.pdf </a>",,"הרצל 65, ראשון לציןן",12/07/2017,קבלני כוח אדם,"80,640",פנייה,"חוק שעות עבודה ומנוחה תשי""א-1951",,,,,,,,,,,
"אורביט משאבי אנוש בע""מ",512947748,"<a title=""2617.4.2016 16.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/2617.4.2016 16.pdf""> 2617.4.2016 16.pdf </a>",,"הרצל 65, ראשון לציןן",12/07/2017,קבלני כוח אדם,"35,280",פנייה,"חוק שעות עבודה ומנוחה תשי""א-1951",,,,,,,,,,,
"אספרסו בר סייסטה באר-שבע בע""מ",512823188,"<a title=""330030775015.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/330030775015.pdf""> 330030775015.pdf </a>",,"שד' חיל הנדסה 1, באר-שבע",12/07/2017,מסעדות,"52,920",יזום,"צו הרחבה (נוסח משולב) לפנסיה חובה לפי חוק הסכמים קיבוציים התשי""ז-1956",,,,,,,,,,,
"אספרסו בר סייסטה באר-שבע בע""מ",512823188,"<a title=""210030775015.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/210030775015.pdf""> 210030775015.pdf </a>",,"שד' חיל הנדסה 1, באר-שבע",12/07/2017,מסעדות,"26,460",יזום,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
"הרמוניה לבית בע""מ",513616433,"<a title=""9-23279-2-2016.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/9-23279-2-2016.pdf""> 9-23279-2-2016.pdf </a>",נתניה,גיבורי ישראל א.ת פולג 5,12/07/2017,מסחר,"21,168",יזום,"חוק שעות עבודה ומנוחה תשי""א-1951",,,,,,,,,,,
"דינמיק ג'ט אינגינירינג  בע""מ  ",513487082,"<a title=""2263.2016.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/2263.2016.pdf""> 2263.2016.pdf </a>",לוד,המלאכה ,09/07/2017,מקצועות חופשיים,"21,168",פנייה,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
"רמי שחר אינסטי פרינטס 1983 בע""מ",511009391,"<a title=""210015404016.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/210015404016.pdf""> 210015404016.pdf </a>",ירושלים,קינג ג'ורג' 26,06/07/2017,בית דפוס,"21,168",יזום,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
שירותי נקיון כללי,,"<a title=""190000079016.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/190000079016.pdf""> 190000079016.pdf </a>",,"19, קריית מלאכי",03/07/2017,שרותי ניקיון,"35,280",פנייה,"חוק שכר מינימום תשמ""ז-1987",,,,,,,,,,,
"ע.ב.ל. מתכות בע""מ",514331883,"<a title=""21-1391-2-2016.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/21-1391-2-2016.pdf""> 21-1391-2-2016.pdf </a>",נצרת עילית,המוכתר מוהנא 33,03/07/2017,תעשיות מתכת,"21,168",יזום,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
"בריין טריין בע""מ ",515015287,"<a title=""3106.2016.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/3106.2016.pdf""> 3106.2016.pdf </a>",רמת גן,,02/07/2017,מקצועות חופשיים,,פנייה,"חוק עבודת נשים תשי""ד-1954",הסכום הופחת עקב מחזור עסקאות ,,,,,,,,,,
"הכוורת בע""מ ",513880567,"<a title=""2942.2016.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/2942.2016.pdf""> 2942.2016.pdf </a>",לוד,,02/07/2017,שרותי ניקיון,"35,280",פנייה,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
"חדשנית בדים בע""מ ",511264962,"<a title=""22052016.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/22052016.pdf""> 22052016.pdf </a>",חולון,,02/07/2017,תעשיית טקסטיל,"35,280",יזום,"חוק שכר מינימום תשמ""ז-1987",,,,,,,,,,,
"קפה על הים בע""מ ",514197284,"<a title=""2475.2016.21.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/2475.2016.21.pdf""> 2475.2016.21.pdf </a>",תל אביב - יפו,,29/06/2017,מסעדות,"20,160",פנייה,"חוק שעות עבודה ומנוחה תשי""א-1951",,,,,,,,,,,
"קפה על הים בע""מ ",514197284,"<a title=""2475.2016.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/2475.2016.pdf""> 2475.2016.pdf </a>",תל אביב - יפו,,29/06/2017,מסעדות,"20,160",פנייה,"חוק שעות עבודה ומנוחה תשי""א-1951",,,,,,,,,,,
חקלאות,,"<a title=""190026989015.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/190026989015.pdf""> 190026989015.pdf </a>",,תדהר 24,28/06/2017,חקלאות,"35,740",פנייה,"חוק שכר מינימום תשמ""ז-1987",,,,,,,,,,,
"שיאון שמירה אבטחה שירותים וניקיון בע""מ",511011587,"<a title=""29812016.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/29812016.pdf""> 29812016.pdf </a>",ירושלים,כנפי נשרים 24,28/06/2017,קבלני שירותים (שמירה אבטחה וניקיון),"26,460",פנייה,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
"קלין-כל בע""מ",513848747,"<a title=""210018705015.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/210018705015.pdf""> 210018705015.pdf </a>",,"דרך השלום 54, באר-שבע",27/06/2017,בית דפוס,,יזום,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
"קבוצת אנ.אס.ג'י בע""מ",513576645,"<a title=""21-1891-4-2016.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/21-1891-4-2016.pdf""> 21-1891-4-2016.pdf </a>",אשקלון,חוצות היוצר 40,27/06/2017,תעשיות מתכת,"317,520",יזום,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
"בונבונייר סחר (1991) בע""מ ",511612400,"<a title=""24122016.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/24122016.pdf""> 24122016.pdf </a>",נתניה,כיכר העצמאות ,27/06/2017,מסעדות,"20,160",יזום,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
"פטיסרי צביאלי בע""מ",514397900,"<a title=""2833.4.2016.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/2833.4.2016.pdf""> 2833.4.2016.pdf </a>",,"אחד העם 4, רחובות",26/06/2017,מסעדות,"21,168",יזום,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
"קונדיטוריית שיר השירים בע""מ ",515305654,"<a title=""2339.2016.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/2339.2016.pdf""> 2339.2016.pdf </a>",ראשון לציון,,25/06/2017,תעשיות מזון,"176,400",יזום,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
איי טו זי אחזקות ופרוייקטים בע''מ,513310649,"<a title=""2714.2016.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/2714.2016.pdf""> 2714.2016.pdf </a>",אשדוד,,25/06/2017,אחר,"35,280",יזום,"חוק שכר מינימום תשמ""ז-1987",,,,,,,,,,,
"לביא אירועים ויזמות (2013) בע""מ",514881572,"<a title=""19-1924-4-2016.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/19-1924-4-2016.pdf""> 19-1924-4-2016.pdf </a>",אשקלון,ההסתדרות 40,22/06/2017,אולמות אירועים/שרותי קיטרינג,"70,560",יזום,"חוק שכר מינימום תשמ""ז-1987",,,,,,,,,,,
"שבתי ח""י חברה הנדסית לבנין בע""מ",511228025,,ירושלים,סגל משה צבי 7,20/06/2017,בנין,"70,560",יזום,"חוק הגנת השכר, תשי""ח-1958
סעיף 25א, אי העברת סכומים שנוכו למי שלו יועדו או העביר באיחור",,9,6,כן. הבקשה נדחתה.,לא,לא קיים,,"חוק עבודת הנוער, תשי""ג-1953
סעיף 24, העסקת נער בלילה בלא היתר",,שרותי ארוח / בתי מלון,כן. הבקשה התקבלה חלקית.
"דלק ח.י. היובל בע""מ ",513481788,"<a title=""142017.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/142017.pdf""> 142017.pdf </a>",חולון,משה דיין ,20/06/2017,תחנות דלק ושרותי רכב,"70,560",יזום,"צו הרחבה (נוסח משולב) לפנסיה חובה לפי חוק הסכמים קיבוציים התשי""ז-1956",,,,,,,,,,,
און בונה שירותי כוח אדם לבניין בע''מ,513664037,,אשקלון,שד' התעשייה 8,17/10/2017,"קבלני כ""א",0,תלונה,"חוק שכר מינימום, תשמ""ז-1987. סעיף 2, אי תשלום שכר מינימום ע""י מעביד לעובדו",19/2622/2014,197,2,כן. הבקשה התקבלה,לא,תקנה 1(א)(1) - לא הפר כל הוראה בחמש השנים- 40%,,,,,
"משתלות גבעת ברנר אגש""ח בע""מ",570000588,"<a title=""9-1274-2-2016.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/9-1274-2-2016.pdf""> 9-1274-2-2016.pdf </a>",גבעת ברנר,גבעת ברנר,15/06/2017,מסחר,"70,560",יזום,"חוק שעות עבודה ומנוחה תשי""א-1951",,,,,,,,,,,
"מוסך הראל בע""מ",515183135,"<a title=""210007404016.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/210007404016.pdf""> 210007404016.pdf </a>",מבשרת ציון,היצירה 5,11/06/2017,תחנות דלק ושרותי רכב,"21,168",יזום,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
"דן משה שירותי רכב בע""מ",514872845,"<a title=""210004174016.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/210004174016.pdf""> 210004174016.pdf </a>",ירושלים,בן סירא 16,11/06/2017,תחנות דלק ושרותי רכב,"35,280",יזום,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
אבטחת טיולים ובתי ספר,,"<a title=""21-001242-2016.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/21-001242-2016.pdf""> 21-001242-2016.pdf </a>",נצרת עילית,ציפורי 13,08/06/2017,קבלני שירותים (שמירה אבטחה וניקיון),"21,168",יזום,"חוק הגנת השכר תשי""ח-1958,חוק שכר מינימום תשמ""ז-1987",,,,,,,,,,,
"גלידת ויקטורי אילת בע""מ",514633619,"<a title=""2523.4.16 -33.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/2523.4.16 -33.pdf""> 2523.4.16 -33.pdf </a>",,"הפלדה 1, בת-ים",07/06/2017,מסחר,"423,360",פנייה,"חוק עבודת נשים תשי""ד-1954",,,,,,,,,,,
"גלידת ויקטורי אילת בע""מ",514633619,"<a title=""2523.4.16 -21.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/2523.4.16 -21.pdf""> 2523.4.16 -21.pdf </a>",,"הפלדה 1, בת-ים",07/06/2017,מסחר,"211,680",פנייה,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
"קלדרון ישיר בניקיון בע""מ ",514360692,"<a title=""3110.3.2016.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/3110.3.2016.pdf""> 3110.3.2016.pdf </a>",פתח תקווה,,05/06/2017,שרותי ניקיון,"21,168",פנייה,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
"ירדן בית ספר ללמודי בגרות בע""מ",511169435,"<a title=""210030124015.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/210030124015.pdf""> 210030124015.pdf </a>",ירושלים,הלל 14,05/06/2017,חינוך,"70,560",יזום,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
מכון רות,580125557,"<a title=""210000704016.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/210000704016.pdf""> 210000704016.pdf </a>",ירושלים,ראשית חכמה 13,05/06/2017,חינוך,"70,560",יזום,,,,,,,,,,,,
"מרכז אילה ברלין בע""מ ",515612604,"<a title=""2706-2017.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/2706-2017.pdf""> 2706-2017.pdf </a>",פתח תקווה ,קפלן אליעזר,04/06/2017,קוסמטיקה,"35,280",יזום,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
"ג.ל.ע חברה לבנין ופיתוח בע""מ ",511931750,"<a title=""2663.2017.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/2663.2017.pdf""> 2663.2017.pdf </a>",חולון,יגאל ידין ,03/06/2017,בניין,"21,168",יזום,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
יוסף אחזקות,,"<a title=""21-1875-4-2016.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/21-1875-4-2016.pdf""> 21-1875-4-2016.pdf </a>",אשקלון,ובר משה 2,01/06/2017,שרותי ניקיון,"42,336",יזום,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
"דיל וזול בע""מ",513353078,"<a title=""90019124015.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/90019124015.pdf""> 90019124015.pdf </a>",בית שמש,נחל דולב 19,01/06/2017,מסחר,"16,128",יזום,"חוק שעות עבודה ומנוחה תשי""א-1951",,,,,,,,,,,
פרוטקט שמירה וסדרנות ,,"<a title=""210024154015.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/210024154015.pdf""> 210024154015.pdf </a>",ירושלים,יפו 97,01/06/2017,קבלני שירותים (שמירה אבטחה וניקיון),"40,320",פנייה,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
פרוטקט שמירה וסדרנות ,,"<a title=""330024154015.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/330024154015.pdf""> 330024154015.pdf </a>",ירושלים,יפו 97,01/06/2017,קבלני שירותים (שמירה אבטחה וניקיון),"352,800",פנייה,"צו הרחבה (נוסח משולב) לפנסיה חובה לפי חוק הסכמים קיבוציים התשי""ז-1956",,,,,,,,,,,
מספרה,,"<a title=""21-003637-2015.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/21-003637-2015.pdf""> 21-003637-2015.pdf </a>",קרית ביאליק,קרן היסוד 63,29/05/2017,מקצועות חופשיים,"21,168",יזום,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
"חץ מאבטחי הצפון בע""מ",513666651,"<a title=""33-004012-2015.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/33-004012-2015.pdf""> 33-004012-2015.pdf </a>",כפר יאסיף,ת.ד 923,29/05/2017,קבלני שירותים (שמירה אבטחה וניקיון),,יזום,"צו הרחבה (נוסח משולב) לפנסיה חובה לפי חוק הסכמים קיבוציים התשי""ז-1956",הפחתה בשל מחזור עסקאות,,,,,,,,,,
"חץ מאבטחי הצפון בע""מ",513666651,"<a title=""21-004012-2015.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/21-004012-2015.pdf""> 21-004012-2015.pdf </a>",כפר יאסיף,ת.ד 923,29/05/2017,קבלני שירותים (שמירה אבטחה וניקיון),"17,640",יזום,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
"פוטו פריזמה בע""מ",510028236,"<a title=""210035544015.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/210035544015.pdf""> 210035544015.pdf </a>",ירושלים,המלך ג'ורג' 12,28/05/2017,אחר,"17,640",יזום,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
"ת'ינקאייטי (י.ט.) בע""מ",514831460,"<a title=""21-1422-2-2016.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/21-1422-2-2016.pdf""> 21-1422-2-2016.pdf </a>",עכו,ברנשטיין משה 2,21/05/2017,שיווק,"423,360",יזום,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
"סרקוזי בע""מ",514639699,"<a title=""2476.3.2016.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/2476.3.2016.pdf""> 2476.3.2016.pdf </a>",תל אביב - יפו,,18/05/2017,מקצועות חופשיים,"35,280",פנייה,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
"סרקוזי בע""מ",514639699,"<a title=""24762016.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/24762016.pdf""> 24762016.pdf </a>",תל אביב - יפו,,18/05/2017,מקצועות חופשיים,"70,560",פנייה,"חוק שכר מינימום תשמ""ז-1987",,,,,,,,,,,
וינדו פיקס,,"<a title=""21-1401-2-2016 מונגש.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/21-1401-2-2016 מונגש.pdf""> 21-1401-2-2016 מונגש.pdf </a>",כפר מסריק,מתחת מלימור,18/05/2017,מקצועות חופשיים,"21,168",פנייה,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
"סטטוס אלומיניום בע""מ",514865708,"<a title=""210011104016.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/210011104016.pdf""> 210011104016.pdf </a>",,"הכישור, חולון 6",17/05/2017,תעשיות מתכת,"21,168",יזום,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
"ב.ש.ן נכסי סירונית בע""מ",514257864,"<a title=""2836.2016.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/2836.2016.pdf""> 2836.2016.pdf </a>",,"חזן יחקאל 81 , אלומה",16/05/2017,"שרותים מקצועיים, טכניים ואישיים","80,640",יזום,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
"מוריה שירותי סיעוד בע""מ",512264938,"<a title=""33-3160-2-2016.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/33-3160-2-2016.pdf""> 33-3160-2-2016.pdf </a>",פקיעין בוקייעה,,16/05/2017,שרותי בריאות וסיעוד,"35,280",פנייה,"צו הרחבה (נוסח משולב) לפנסיה חובה לפי חוק הסכמים קיבוציים התשי""ז-1956",,,,,,,,,,,
"מוריה שירותי סיעוד בע""מ",512264938,"<a title=""21-3160-2-2016.pdf""  target=""_blank"" href=""https://www.gov.il/files/molsa/pdf_files/21-3160-2-2016.pdf""> 21-3160-2-2016.pdf </a>",פקיעין בוקייעה,,16/05/2017,שרותי בריאות וסיעוד,"35,280",פנייה,"חוק הגנת השכר תשי""ח-1958",,,,,,,,,,,
